TIteration;TBlock;TMessGen;TMessSend;TDisplay;TOA;Essai;TxPower;SF;Bandwith;CodingRate;Taille
41895657;41895737;41898966;42036056;42120113;134;0;14;7;250;4_5;164
42186837;42186926;42190139;42327057;42411012;134;0;14;7;250;4_5;165
42477632;42477713;42480960;42618050;42702085;134;0;14;7;250;4_5;166
42768793;42768889;42772111;42913057;42997050;136;0;14;7;250;4_5;167
43063675;43063755;43066979;43208055;43292087;136;0;14;7;250;4_5;168
43358778;43358861;43362088;43503057;43587014;136;0;14;7;250;4_5;169
43653650;43653734;43656960;43800055;43884102;139;0;14;7;250;4_5;170
43954572;43954650;43957937;44100060;44184035;139;0;14;7;250;4_5;171
44250681;44250761;44254004;44397056;44481096;139;0;14;7;250;4_5;172
44547813;44547903;44551120;44694052;44778012;139;0;14;7;250;4_5;173
44844663;44844744;44847968;44993055;45077131;141;0;14;7;250;4_5;174
45143829;45143919;45147144;45292057;45376025;141;0;14;7;250;4_5;175
45442645;45442725;45445955;45591056;45675063;141;0;14;7;250;4_5;176
45741766;45741850;45745078;45894057;45978008;144;0;14;7;250;4_5;177
46048310;46048388;46051681;46199062;46283092;144;0;14;7;250;4_5;178
46349797;46349887;46353111;46502058;46586012;144;0;14;7;250;4_5;179
46652662;46652742;46655966;46805050;46889075;144;0;14;7;250;4_5;180
46955759;46955847;46959076;47110057;47194048;147;0;14;7;250;4_5;181
47260666;47260747;47263972;47415055;47499119;147;0;14;7;250;4_5;182
47565831;47565921;47569151;47720058;47804034;147;0;14;7;250;4_5;183
47870674;47870755;47873981;48027055;48111119;149;0;14;7;250;4_5;184
48177831;48177921;48181149;48334058;48418001;149;0;14;7;250;4_5;185
48488209;48488287;48491571;48645058;48729107;149;0;14;7;250;4_5;186
48795817;48795907;48799131;48952052;49036000;149;0;14;7;250;4_5;187
49102770;49102853;49106099;49261055;49345087;152;0;14;7;250;4_5;188
49411825;49411913;49415151;49570057;49654008;152;0;14;7;250;4_5;189
49720649;49720729;49723962;49879056;49963074;152;0;14;7;250;4_5;190
50029745;50029829;50033063;50192057;50276025;154;0;14;7;250;4_5;191
50342712;50342801;50346036;50505054;50589084;154;0;14;7;250;4_5;192
50659252;50659330;50662631;50820058;50904017;154;0;14;7;250;4_5;193
50970669;50970749;50973996;51133053;51217088;154;0;14;7;250;4_5;194
51283805;51283894;51287128;51448056;51532011;157;0;14;7;250;4_5;195
51598673;51598754;51601989;51763054;51847086;157;0;14;7;250;4_5;196
51913761;51913844;51917085;52078056;52162024;157;0;14;7;250;4_5;197
52228652;52228733;52231969;52395054;52479099;159;0;14;7;250;4_5;198
52545814;52545904;52549154;52712056;52796031;159;0;14;7;250;4_5;199
52862666;52862747;52865994;53029054;53113146;159;0;14;7;250;4_5;200
53183452;53183531;53186839;53349053;53432990;159;0;14;7;250;4_5;201
53499632;53499717;53502967;53670054;53754090;162;0;14;7;250;4_5;202
53820812;53820902;53824131;53991056;54075086;162;0;14;7;250;4_5;203
54141757;54141838;54145095;54312054;54396090;162;0;14;7;250;4_5;204
54462784;54462877;54466117;54635060;54719011;164;0;14;7;250;4_5;205
54785655;54785736;54788980;54958054;55042066;164;0;14;7;250;4_5;206
55108803;55108892;55112138;55281056;55365013;164;0;14;7;250;4_5;207
55477409;55477492;55480809;55650051;55734064;164;0;14;7;250;4_5;208
55800796;55800886;55804133;55975056;56059017;167;0;14;7;250;4_5;209
56125735;56125820;56129068;56300058;56384094;167;0;14;7;250;4_5;210
56450796;56450886;56454129;56625056;56709021;167;0;14;7;250;4_5;211
56775678;56775759;56779005;56952054;57036072;170;0;14;7;250;4_5;212
57102876;57102961;57106202;57279056;57363043;170;0;14;7;250;4_5;213
57429683;57429763;57433003;57606054;57690074;170;0;14;7;250;4_5;214
57756811;57756900;57760152;57933051;58017049;170;0;14;7;250;4_5;215
58087315;58087394;58090693;58266056;58350069;172;0;14;7;250;4_5;216
58416749;58416832;58420081;58597056;58681020;172;0;14;7;250;4_5;217
58747663;58747743;58750986;58928054;59012095;172;0;14;7;250;4_5;218
59078880;59078960;59082202;59261056;59345007;175;0;14;7;250;4_5;219
59411721;59411805;59415068;59594054;59678041;175;0;14;7;250;4_5;220
59744783;59744877;59748127;59927056;60011011;175;0;14;7;250;4_5;221
60077711;60077791;60081042;60260048;60344047;175;0;14;7;250;4_5;222
2785934;2786012;2786202;2786286;2870377;0;0;14;0;125;4_6;0
2936965;2937046;2937309;2968058;3051927;27;0;14;7;125;4_6;1
3118911;3118991;3122097;3159055;3242915;34;0;14;7;125;4_6;2
3309519;3309599;3312716;3350058;3433862;34;0;14;7;125;4_6;3
3500411;3500491;3503600;3541056;3622501;34;0;14;7;125;4_6;4
3686733;3686816;3689941;3727052;3810873;34;0;14;7;125;4_6;5
3877490;3877571;3880698;3924055;4007970;40;0;14;7;125;4_6;6
4078174;4078252;4081439;4123059;4206860;40;0;14;7;125;4_6;7
4273385;4273465;4276575;4320056;4403965;40;0;14;7;125;4_6;8
4470561;4470641;4473757;4523057;4606892;46;0;14;7;125;4_6;9
4673439;4673519;4676657;4726056;4810014;46;0;14;7;125;4_6;10
4876678;4876759;4879892;4929058;5012935;46;0;14;7;125;4_6;11
5079637;5079722;5082835;5132050;5215997;46;0;14;7;125;4_6;12
5282647;5282727;5285849;5341057;5424975;52;0;14;7;125;4_6;13
5491592;5491679;5494791;5550055;5633973;52;0;14;7;125;4_6;14
5700704;5700789;5703927;5759058;5842983;52;0;14;7;125;4_6;15
5913172;5913251;5916434;5976057;6060010;58;0;14;7;125;4_6;16
6126774;6126858;6130002;6191058;6274924;58;0;14;7;125;4_6;17
6341596;6341677;6344807;6406056;6490011;58;0;14;7;125;4_6;18
6556678;6556758;6559908;6621052;6704957;58;0;14;7;125;4_6;19
6771546;6771631;6774762;6844055;6928012;64;0;14;7;125;4_6;20
6994707;6994787;6997927;7067057;7151018;64;0;14;7;125;4_6;21
7217670;7217750;7220888;7290056;7374001;64;0;14;7;125;4_6;22
7440753;7440836;7443985;7519057;7602988;70;0;14;7;125;4_6;23
7673245;7673323;7676524;7752058;7836033;70;0;14;7;125;4_6;24
7902700;7902780;7905927;7981058;8064954;70;0;14;7;125;4_6;25
8131653;8131733;8134860;8210050;8294021;70;0;14;7;125;4_6;26
8360703;8360787;8363933;8445057;8528970;77;0;14;7;125;4_6;27
8595599;8595680;8598813;8680055;8764021;77;0;14;7;125;4_6;28
8830734;8830818;8833959;8915058;8998989;77;0;14;7;125;4_6;29
9065596;9065681;9068857;9156055;9240003;83;0;14;7;125;4_6;30
9306673;9306753;9309906;9397058;9480942;83;0;14;7;125;4_6;31
9547553;9547634;9550770;9638056;9722010;83;0;14;7;125;4_6;32
9792371;9792449;9795650;9881054;9964920;83;0;14;7;125;4_6;33
10031567;10031647;10034786;10128055;10212052;89;0;14;7;125;4_6;34
10278767;10278851;10282004;10375057;10458968;89;0;14;7;125;4_6;35
10525610;10525690;10528831;10622056;10706027;89;0;14;7;125;4_6;36
10772697;10772777;10775929;10875057;10958990;95;0;14;7;125;4_6;37
11025629;11025713;11028854;11128056;11212063;95;0;14;7;125;4_6;38
11278774;11278858;11282013;11381058;11464970;95;0;14;7;125;4_6;39
11531642;11531722;11534875;11634050;11718044;95;0;14;7;125;4_6;40
11788362;11788445;11791656;11895059;11978992;101;0;14;7;125;4_6;41
12045630;12045710;12048852;12154055;12238033;101;0;14;7;125;4_6;42
12304680;12304760;12307925;12413058;12496999;101;0;14;7;125;4_6;43
12563598;12563679;12566821;12678055;12762023;107;0;14;7;125;4_6;44
12828732;12828816;12831967;12943058;13027012;107;0;14;7;125;4_6;45
13093777;13093862;13097015;13208056;13292065;107;0;14;7;125;4_6;46
13358768;13358851;13362011;13473052;13556983;107;0;14;7;125;4_6;47
13631468;13631546;13634755;13750057;13834048;113;0;14;7;125;4_6;48
13900736;13900825;13903972;14021057;14105042;113;0;14;7;125;4_6;49
14171688;14171769;14174927;14292056;14376036;113;0;14;7;125;4_6;50
14442711;14442792;14445954;14569057;14653016;120;0;14;7;125;4_6;51
14719652;14719733;14722896;14846060;14930048;120;0;14;7;125;4_6;52
14996750;14996834;14999989;15123058;15206975;120;0;14;7;125;4_6;53
15273590;15273674;15276819;15400050;15484044;120;0;14;7;125;4_6;54
15550723;15550805;15553968;15683057;15766983;126;0;14;7;125;4_6;55
15839411;15839489;15842700;15970057;16054025;126;0;14;7;125;4_6;56
16120880;16120960;16124123;16253057;16336975;126;0;14;7;125;4_6;57
16403645;16403726;16406886;16542055;16626063;132;0;14;7;125;4_6;58
16692756;16692839;16696000;16831058;16914983;132;0;14;7;125;4_6;59
16981641;16981721;16984880;17120056;17204046;132;0;14;7;125;4_6;60
17270754;17270841;17274000;17409052;17492978;132;0;14;7;125;4_6;61
17559591;17559678;17562838;17704055;17788046;138;0;14;7;125;4_6;62
17854764;17854848;17858019;17999061;18083038;138;0;14;7;125;4_6;63
18153168;18153246;18156461;18296058;18380033;138;0;14;7;125;4_6;64
18446725;18446809;18449972;18599057;18682975;144;0;14;7;125;4_6;65
18749610;18749690;18752855;18902056;18986098;144;0;14;7;125;4_6;66
19052748;19052830;19055994;19205058;19288996;144;0;14;7;125;4_6;67
19355619;19355699;19358858;19508050;19592077;144;0;14;7;125;4_6;68
19658763;19658846;19662017;19817061;19900994;150;0;14;7;125;4_6;69
19967614;19967698;19970855;20126055;20210065;150;0;14;7;125;4_6;70
20280590;20280672;20283914;20437060;20520983;150;0;14;7;125;4_6;71
20587666;20587750;20590916;20752055;20836042;156;0;14;7;125;4_6;72
20902728;20902812;20905987;21067058;21151038;156;0;14;7;125;4_6;73
21217710;21217790;21220960;21382055;21466046;156;0;14;7;125;4_6;74
21532772;21532856;21536035;21697052;21780983;156;0;14;7;125;4_6;75
21847612;21847692;21850855;22018055;22102090;163;0;14;7;125;4_6;76
22168773;22168856;22172035;22339057;22423021;163;0;14;7;125;4_6;77
22489672;22489752;22492920;22660056;22744042;163;0;14;7;125;4_6;78
22814359;22814437;22817673;22989059;23073055;169;0;14;7;125;4_6;79
23139685;23139765;23142942;23316060;23400046;169;0;14;7;125;4_6;80
23466737;23466821;23469992;23643058;23726975;169;0;14;7;125;4_6;81
23793606;23793686;23796858;23970050;24054021;169;0;14;7;125;4_6;82
24120781;24120878;24124048;24303057;24386994;175;0;14;7;125;4_6;83
24453625;24453705;24456888;24636055;24720063;175;0;14;7;125;4_6;84
24786780;24786874;24790041;24969057;25052979;175;0;14;7;125;4_6;85
25123325;25123404;25126641;25310057;25394040;181;0;14;7;125;4_6;86
25460748;25460830;25464013;25649058;25732975;181;0;14;7;125;4_6;87
25799594;25799674;25802849;25988056;26072135;181;0;14;7;125;4_6;88
26138838;26138929;26142097;26327056;26410983;181;0;14;7;125;4_6;89
26477653;26477733;26480927;26672055;26756075;187;0;14;7;125;4_6;90
26822774;26822858;26826041;27017061;27101063;187;0;14;7;125;4_6;91
27167713;27167793;27170976;27362055;27446044;187;0;14;7;125;4_6;92
27512733;27512816;27516000;27713057;27796983;193;0;14;7;125;4_6;93
27867252;27867335;27870567;28066058;28150073;193;0;14;7;125;4_6;94
28216773;28216856;28220039;28417058;28500999;193;0;14;7;125;4_6;95
28567640;28567720;28570927;28768050;28852037;193;0;14;7;125;4_6;96
28918771;28918856;28922041;29125057;29208999;199;0;14;7;125;4_6;97
29275638;29275718;29278900;29482055;29566010;199;0;14;7;125;4_6;98
29632680;29632760;29635952;29839058;29922994;199;0;14;7;125;4_6;99
29989661;29989741;29992927;30202055;30286065;206;0;14;7;125;4_6;100
30352737;30352821;30356008;30565058;30649029;206;0;14;7;125;4_6;101
30719273;30719351;30722590;30930060;31014075;206;0;14;7;125;4_6;102
31080838;31080929;31084114;31293052;31376992;206;0;14;7;125;4_6;103
31443621;31443702;31446888;31662055;31746065;212;0;14;7;125;4_6;104
31812765;31812852;31816037;32031057;32115038;212;0;14;7;125;4_6;105
32181663;32181743;32184931;32400056;32484090;212;0;14;7;125;4_6;106
32550783;32550876;32554059;32775057;32858994;218;0;14;7;125;4_6;107
32925660;32925741;32928927;33150056;33234071;218;0;14;7;125;4_6;108
33304404;33304482;33307726;33527060;33610983;218;0;14;7;125;4_6;109
33677591;33677672;33680860;33902050;33986124;218;0;14;7;125;4_6;110
34052818;34052907;34056092;34285057;34368990;224;0;14;7;125;4_6;111
34435621;34435702;34438898;34668055;34752075;224;0;14;7;125;4_6;112
34818765;34818848;34822047;35051057;35135038;224;0;14;7;125;4_6;113
35201680;35201761;35204954;35440055;35524071;230;0;14;7;125;4_6;114
35590764;35590848;35594043;35829057;35912999;230;0;14;7;125;4_6;115
35979650;35979734;35982937;36218055;36302073;230;0;14;7;125;4_6;116
36372348;36372427;36375692;36609054;36693021;230;0;14;7;125;4_6;117
36759680;36759761;36762962;37004055;37088149;236;0;14;7;125;4_6;118
37154851;37154941;37158143;37399057;37482992;236;0;14;7;125;4_6;119
37549648;37549728;37552927;37794055;37878052;236;0;14;7;125;4_6;120
37944734;37944818;37948025;38195057;38279042;242;0;14;7;125;4_6;121
38345664;38345744;38348937;38596055;38680065;242;0;14;7;125;4_6;122
38746739;38746822;38750031;38997057;39081081;242;0;14;7;125;4_6;123
39154383;39154460;39157819;39403056;39487077;242;0;14;7;125;4_6;124
39553760;39553843;39557039;39810057;39893994;249;0;14;7;125;4_6;125
39960616;39960697;39963898;40217055;40301055;249;0;14;7;125;4_6;126
40367781;40367878;40371074;40624057;40708027;249;0;14;7;125;4_6;127
40774633;40774713;40777952;41037055;41121126;255;0;14;7;125;4_6;128
41187825;41187913;41191103;41450062;41534034;255;0;14;7;125;4_6;129
41600680;41600760;41603960;41863056;41947071;255;0;14;7;125;4_6;130
42013750;42013832;42017037;42276052;42359994;255;0;14;7;125;4_6;131
42430305;42430384;42433638;42697057;42781143;261;0;14;7;125;4_6;132
42847790;42847884;42851078;43116057;43200016;261;0;14;7;125;4_6;133
43266635;43266715;43269922;43535056;43619063;261;0;14;7;125;4_6;134
43685820;43685913;43689120;43960057;44044021;267;0;14;7;125;4_6;135
44110685;44110765;44113974;44385056;44469061;267;0;14;7;125;4_6;136
44535760;44535843;44539050;44810058;44893985;267;0;14;7;125;4_6;137
44960647;44960731;44963940;45237050;45321048;267;0;14;7;125;4_6;138
45391395;45391474;45394740;45670059;45753999;273;0;14;7;125;4_6;139
45820633;45820714;45823920;46101059;46185083;273;0;14;7;125;4_6;140
46251762;46251846;46255054;46532057;46616001;273;0;14;7;125;4_6;141
46682612;46682692;46685894;46969055;47053071;279;0;14;7;125;4_6;142
47119820;47119909;47123120;47406058;47490034;279;0;14;7;125;4_6;143
47556618;47556699;47559908;47843056;47927073;279;0;14;7;125;4_6;144
47993796;47993891;47997099;48280052;48363992;279;0;14;7;125;4_6;145
48430691;48430771;48433992;48723055;48807073;285;0;14;7;125;4_6;146
48877361;48877439;48880711;49168059;49251992;285;0;14;7;125;4_6;147
49318625;49318710;49321910;49611056;49695085;285;0;14;7;125;4_6;148
49761792;49761885;49765095;50060057;50144029;292;0;14;7;125;4_6;149
50210672;50210752;50213968;50509054;50593078;292;0;14;7;125;4_6;150
50659782;50659877;50663087;50958061;51042020;292;0;14;7;125;4_6;151
51108720;51108804;51112016;51407049;51491064;292;0;14;7;125;4_6;152
51557733;51557817;51561044;51862056;51945995;298;0;14;7;125;4_6;153
52016255;52016333;52019604;52319056;52403078;298;0;14;7;125;4_6;154
52469736;52469821;52473038;52774056;52858024;298;0;14;7;125;4_6;155
52924694;52924775;52927986;53237062;53321101;304;0;14;7;125;4_6;156
53387784;53387877;53391089;53700056;53783991;304;0;14;7;125;4_6;157
53850636;53850717;53853936;54163054;54247082;304;0;14;7;125;4_6;158
54313791;54313888;54317104;54626051;54710017;304;0;14;7;125;4_6;159
54776653;54776733;54779947;55095054;55179059;310;0;14;7;125;4_6;160
55245758;55245842;55249066;55564056;55648016;310;0;14;7;125;4_6;161
55718278;55718356;55721624;56035056;56119127;310;0;14;7;125;4_6;162
56185810;56185900;56189114;56510056;56593991;316;0;14;7;125;4_6;163
56660606;56660686;56663909;56985054;57069133;316;0;14;7;125;4_6;164
57135827;57135918;57139134;57460056;57543982;316;0;14;7;125;4_6;165
57610627;57610707;57613932;57935049;58019086;316;0;14;7;125;4_6;166
58085914;58085994;58089221;58416056;58499991;322;0;14;7;125;4_6;167
58566643;58566723;58569947;58897054;58981047;322;0;14;7;125;4_6;168
59047722;59047804;59051030;59378056;59462017;322;0;14;7;125;4_6;169
59532272;59532355;59535634;59867056;59951074;328;0;14;7;125;4_6;170
60017753;60017835;60021064;60354056;60438041;328;0;14;7;125;4_6;171
60504705;60504786;60508013;60841054;60925088;328;0;14;7;125;4_6;172
60991768;60991852;60995083;61328051;61411993;328;0;14;7;125;4_6;173
61478629;61478709;61481932;61821054;61905066;335;0;14;7;125;4_6;174
61971765;61971850;61975089;62314056;62398041;335;0;14;7;125;4_6;175
62464669;62464750;62467967;62807054;62891082;335;0;14;7;125;4_6;176
62961375;62961453;62964746;63308058;63392015;341;0;14;7;125;4_6;177
63458655;63458735;63461965;63807058;63891072;341;0;14;7;125;4_6;178
63957760;63957842;63961081;64306056;64389991;341;0;14;7;125;4_6;179
64456626;64456706;64459936;64805049;64889066;341;0;14;7;125;4_6;180
64955781;64955877;64959110;65310056;65394011;347;0;14;7;125;4_6;181
65460627;65460707;65463947;65815054;65899082;347;0;14;7;125;4_6;182
65965794;65965886;65969123;66320061;66404033;347;0;14;7;125;4_6;183
66470672;66470752;66473984;66831054;66915076;353;0;14;7;125;4_6;184
66985196;66985274;66988566;67344058;67428024;353;0;14;7;125;4_6;185
67494679;67494759;67497989;67855054;67939076;353;0;14;7;125;4_6;186
68005744;68005827;68009068;68366051;68449993;353;0;14;7;125;4_6;187
68516682;68516762;68520003;68883054;68967066;359;0;14;7;125;4_6;188
69033775;69033858;69037106;69400056;69484015;359;0;14;7;125;4_6;189
69550647;69550727;69553967;69917054;70001059;359;0;14;7;125;4_6;190
70067766;70067854;70071153;70440056;70524033;365;0;14;7;125;4_6;191
70594157;70594236;70597524;70965056;71049053;365;0;14;7;125;4_6;192
71115778;71115873;71119112;71488056;71572024;365;0;14;7;125;4_6;193
71638690;71638770;71642003;72011049;72095099;365;0;14;7;125;4_6;194
72161794;72161890;72165126;72540056;72624020;371;0;14;7;125;4_6;195
72690649;72690729;72693975;73069054;73153078;371;0;14;7;125;4_6;196
73219789;73219882;73223119;73598056;73681998;371;0;14;7;125;4_6;197
73748603;73748688;73751934;74133054;74217084;378;0;14;7;125;4_6;198
74283817;74283910;74287157;74668056;74751991;378;0;14;7;125;4_6;199
74822299;74822377;74825670;75205056;75289069;378;0;14;7;125;4_6;200
75355736;75355819;75359058;75740051;75823979;378;0;14;7;125;4_6;201
75890674;75890758;75893999;76283054;76367076;384;0;14;7;125;4_6;202
76433758;76433839;76437077;76826056;76909991;384;0;14;7;125;4_6;203
76976642;76976722;76979969;77369054;77453080;384;0;14;7;125;4_6;204
77519773;77519856;77523104;77918056;78001993;390;0;14;7;125;4_6;205
78068627;78068717;78072003;78467054;78551069;390;0;14;7;125;4_6;206
78621439;78621522;78624834;79017059;79101072;390;0;14;7;125;4_6;207
79167690;79167770;79171011;79566049;79650053;390;0;14;7;125;4_6;208
79716777;79716862;79720123;80121056;80204982;396;0;14;7;125;4_6;209
80271619;80271700;80274950;80676054;80760076;396;0;14;7;125;4_6;210
80826763;80826847;80830100;81231056;81314984;396;0;14;7;125;4_6;211
81381615;81381700;81384941;81792054;81876074;402;0;14;7;125;4_6;212
81942789;81942882;81946129;82353056;82436991;402;0;14;7;125;4_6;213
82503666;82503746;82507003;82914054;82998103;402;0;14;7;125;4_6;214
83068440;83068518;83071913;83476053;83559993;402;0;14;7;125;4_6;215
83626615;83626695;83629949;84043054;84127080;408;0;14;7;125;4_6;216
84193757;84193839;84197104;84610056;84693998;408;0;14;7;125;4_6;217
84760629;84760709;84763958;85177054;85261053;408;0;14;7;125;4_6;218
85327751;85327833;85331083;85750056;85834024;414;0;14;7;125;4_6;219
85900661;85900742;85903997;86323059;86407088;414;0;14;7;125;4_6;220
86473769;86473852;86477110;86896056;86979995;414;0;14;7;125;4_6;221
87050238;87050317;87053623;87471051;87555064;414;0;14;7;125;4_6;222
2527931;2528009;2528197;2528280;2612377;0;0;14;0;250;4_6;0
2678967;2679048;2679311;2696058;2779912;14;0;14;7;250;4_6;1
2846442;2846522;2849630;2871055;2954924;17;0;14;7;250;4_6;2
3021519;3021599;3024713;3046058;3130347;17;0;14;7;250;4_6;3
3196893;3196973;3200080;3221056;3302538;17;0;14;7;250;4_6;4
3366711;3366791;3369925;3391052;3474898;17;0;14;7;250;4_6;5
3541505;3541585;3544710;3568055;3651973;20;0;14;7;250;4_6;6
3722191;3722269;3725451;3747059;3830918;20;0;14;7;250;4_6;7
3897481;3897562;3900674;3924056;4007970;20;0;14;7;250;4_6;8
4074649;4074729;4077847;4105057;4188877;23;0;14;7;250;4_6;9
4255439;4255519;4258628;4286056;4369988;23;0;14;7;250;4_6;10
4436660;4436740;4439877;4467058;4550950;23;0;14;7;250;4_6;11
4617585;4617673;4620787;4648050;4731997;23;0;14;7;250;4_6;12
4798655;4798736;4801858;4833057;4916935;26;0;14;7;250;4_6;13
4983520;4983602;4986720;5018055;5102123;26;0;14;7;250;4_6;14
5168818;5168911;5172031;5203058;5286996;26;0;14;7;250;4_6;15
5357297;5357376;5360560;5392057;5476014;29;0;14;7;250;4_6;16
5542751;5542834;5545976;5579058;5662954;29;0;14;7;250;4_6;17
5729633;5729713;5732847;5766055;5850006;29;0;14;7;250;4_6;18
5916690;5916770;5919920;5953052;6036973;29;0;14;7;250;4_6;19
6103667;6103748;6106892;6144055;6228025;32;0;14;7;250;4_6;20
6294738;6294822;6297967;6335057;6418942;32;0;14;7;250;4_6;21
6485564;6485649;6488774;6526056;6610033;32;0;14;7;250;4_6;22
6676716;6676801;6679950;6719057;6802999;35;0;14;7;250;4_6;23
6873304;6873382;6876568;6916058;7000038;35;0;14;7;250;4_6;24
7066788;7066881;7070013;7109058;7192935;35;0;14;7;250;4_6;25
7259548;7259629;7262753;7302050;7386032;35;0;14;7;250;4_6;26
7452742;7452830;7455976;7499057;7582970;39;0;14;7;250;4_6;27
7649577;7649657;7652782;7696055;7780019;39;0;14;7;250;4_6;28
7846774;7846857;7850011;7893057;7976946;39;0;14;7;250;4_6;29
8043596;8043680;8046819;8092055;8176006;42;0;14;7;250;4_6;30
8242664;8242744;8245898;8291058;8374957;42;0;14;7;250;4_6;31
8441572;8441653;8444789;8490056;8574073;42;0;14;7;250;4_6;32
8644413;8644491;8647694;8691054;8774939;42;0;14;7;250;4_6;33
8841576;8841657;8844792;8894055;8978027;45;0;14;7;250;4_6;34
9044700;9044780;9047935;9097061;9180985;45;0;14;7;250;4_6;35
9247609;9247690;9250829;9300055;9384012;45;0;14;7;250;4_6;36
9450714;9450795;9453952;9505057;9588948;48;0;14;7;250;4_6;37
9655554;9655642;9658787;9710056;9794037;48;0;14;7;250;4_6;38
9860735;9860818;9863970;9915058;9998957;48;0;14;7;250;4_6;39
10065668;10065748;10068906;10120050;10204040;48;0;14;7;250;4_6;40
10274428;10274506;10277718;10331063;10414978;51;0;14;7;250;4_6;41
10481602;10481686;10484827;10540055;10624027;51;0;14;7;250;4_6;42
10690691;10690771;10693931;10749058;10832975;51;0;14;7;250;4_6;43
10899630;10899710;10902856;10960055;11044059;54;0;14;7;250;4_6;44
11110818;11110907;11114057;11171058;11254957;54;0;14;7;250;4_6;45
11321644;11321724;11324886;11382056;11466023;54;0;14;7;250;4_6;46
11532739;11532824;11535976;11593052;11676973;54;0;14;7;250;4_6;47
11743602;11743682;11746825;11808055;11892030;57;0;14;7;250;4_6;48
11962374;11962452;11965661;12025059;12109055;57;0;14;7;250;4_6;49
12175717;12175805;12178955;12240056;12324025;57;0;14;7;250;4_6;50
12390691;12390771;12393969;12457057;12540978;60;0;14;7;250;4_6;51
12607633;12607713;12610862;12674056;12758052;60;0;14;7;250;4_6;52
12824768;12824851;12828008;12891058;12974968;60;0;14;7;250;4_6;53
13041604;13041684;13044833;13108050;13192033;60;0;14;7;250;4_6;54
13258723;13258805;13261972;13329057;13413016;63;0;14;7;250;4_6;55
13479614;13479694;13482882;13550055;13634010;63;0;14;7;250;4_6;56
13704393;13704472;13707699;13773060;13857012;63;0;14;7;250;4_6;57
13923691;13923771;13926931;13998055;14082100;66;0;14;7;250;4_6;58
14148781;14148876;14152027;14223058;14306973;66;0;14;7;250;4_6;59
14373577;14373665;14376815;14448055;14532023;66;0;14;7;250;4_6;60
14598774;14598862;14602029;14673052;14756994;66;0;14;7;250;4_6;61
14823641;14823721;14826877;14900055;14984081;69;0;14;7;250;4_6;62
15050780;15050873;15054033;15127057;15210998;69;0;14;7;250;4_6;63
15281202;15281280;15284509;15358058;15442035;69;0;14;7;250;4_6;64
15508719;15508803;15511970;15589057;15672967;72;0;14;7;250;4_6;65
15739595;15739676;15742835;15820056;15904059;72;0;14;7;250;4_6;66
15970728;15970812;15973974;16051058;16135016;72;0;14;7;250;4_6;67
16201691;16201771;16204948;16282050;16366052;72;0;14;7;250;4_6;68
16432775;16432859;16436033;16515061;16598988;75;0;14;7;250;4_6;69
16665628;16665708;16668875;16748055;16832035;75;0;14;7;250;4_6;70
16898705;16898785;16901952;16981058;17065073;75;0;14;7;250;4_6;71
17135313;17135395;17138615;17220057;17304048;78;0;14;7;250;4_6;72
17370716;17370796;17373972;17457058;17540948;78;0;14;7;250;4_6;73
17607646;17607727;17610898;17694055;17778037;78;0;14;7;250;4_6;74
17844758;17844840;17848015;17931052;18014973;78;0;14;7;250;4_6;75
18081656;18081737;18084904;18170055;18254027;82;0;14;7;250;4_6;76
18320719;18320803;18323983;18409057;18492985;82;0;14;7;250;4_6;77
18559585;18559674;18562833;18648055;18732030;82;0;14;7;250;4_6;78
18798707;18798787;18801972;18891057;18974978;85;0;14;7;250;4_6;79
19045372;19045450;19048668;19136066;19220073;85;0;14;7;250;4_6;80
19286762;19286846;19290021;19379058;19462981;85;0;14;7;250;4_6;81
19529618;19529698;19532860;19622050;19706023;85;0;14;7;250;4_6;82
19772713;19772801;19775979;19867057;19951013;88;0;14;7;250;4_6;83
20017681;20017762;20020929;20112055;20196040;88;0;14;7;250;4_6;84
20262740;20262824;20266009;20357057;20440999;88;0;14;7;250;4_6;85
20507681;20507761;20510954;20606055;20690035;91;0;14;7;250;4_6;86
20756732;20756816;20759998;20855058;20938981;91;0;14;7;250;4_6;87
21009307;21009386;21012618;21106058;21190038;91;0;14;7;250;4_6;88
21256702;21256783;21259962;21355052;21438960;91;0;14;7;250;4_6;89
21505598;21505678;21508840;21606059;21690073;94;0;14;7;250;4_6;90
21756765;21756850;21760035;21857057;21940994;94;0;14;7;250;4_6;91
22007641;22007721;22010902;22108055;22192038;94;0;14;7;250;4_6;92
22258744;22258828;22262013;22363057;22446957;97;0;14;7;250;4_6;93
22513597;22513685;22516849;22618056;22702094;97;0;14;7;250;4_6;94
22772498;22772577;22775813;22875060;22958994;97;0;14;7;250;4_6;95
23025664;23025745;23028933;23130050;23214048;97;0;14;7;250;4_6;96
23280749;23280832;23284033;23389057;23472983;100;0;14;7;250;4_6;97
23539636;23539717;23542902;23648055;23732046;100;0;14;7;250;4_6;98
23798743;23798826;23802011;23907058;23990978;100;0;14;7;250;4_6;99
24057598;24057678;24060856;24168055;24252077;103;0;14;7;250;4_6;100
24318777;24318861;24322054;24429058;24513035;103;0;14;7;250;4_6;101
24579712;24579793;24582990;24690056;24774071;103;0;14;7;250;4_6;102
24844496;24844574;24847823;24953054;25037014;103;0;14;7;250;4_6;103
25103733;25103816;25107002;25218055;25302040;106;0;14;7;250;4_6;104
