TIteration;TBlock;TMessGen;TMessSend;TDisplay;TOA;Essai;TxPower;SF;Bandwith;CodingRate;Taille
63231793;63231886;63235135;63472055;63556026;233;0;14;7;250;4_7;215
63626353;63626432;63629735;63871061;63955080;237;0;14;7;250;4_7;216
64021759;64021841;64025095;64266056;64349998;237;0;14;7;250;4_7;217
64416648;64416728;64419969;64661054;64745095;237;0;14;7;250;4_7;218
64811759;64811841;64815100;65060056;65144076;240;0;14;7;250;4_7;219
65210765;65210850;65214112;65459054;65543058;240;0;14;7;250;4_7;220
65609800;65609890;65613143;65858056;65942015;240;0;14;7;250;4_7;221
66008686;66008766;66012027;66257048;66341059;240;0;14;7;250;4_7;222
5911908;5911987;5912177;5912266;5996355;0;0;14;0;125;4_8;0
6062982;6063062;6063326;6096052;6179918;29;0;14;7;125;4_8;1
6246459;6246539;6249648;6291051;6374923;38;0;14;7;125;4_8;2
6441515;6441596;6444710;6486054;6569853;38;0;14;7;125;4_8;3
6636401;6636481;6639588;6681052;6762483;38;0;14;7;125;4_8;4
6826676;6826756;6829886;6871048;6954874;38;0;14;7;125;4_8;5
7021478;7021559;7024676;7074051;7157923;46;0;14;7;125;4_8;6
7228215;7228293;7231475;7279055;7362871;46;0;14;7;125;4_8;7
7429396;7429477;7432588;7482052;7565946;46;0;14;7;125;4_8;8
7632580;7632661;7635777;7693053;7776874;54;0;14;7;125;4_8;9
7843435;7843515;7846626;7904052;7988036;54;0;14;7;125;4_8;10
8054696;8054776;8057914;8115054;8198956;54;0;14;7;125;4_8;11
8265611;8265691;8268811;8326050;8410019;54;0;14;7;125;4_8;12
8476683;8476763;8479894;8547053;8630960;62;0;14;7;125;4_8;13
8697586;8697674;8700787;8768051;8851984;62;0;14;7;125;4_8;14
8918697;8918781;8921918;8989054;9073026;62;0;14;7;125;4_8;15
9143249;9143328;9146511;9222053;9306075;70;0;14;7;125;4_8;16
9372759;9372842;9375990;9451054;9534956;70;0;14;7;125;4_8;17
9601649;9601730;9604858;9680052;9764019;70;0;14;7;125;4_8;18
9830690;9830771;9833921;9909048;9992940;70;0;14;7;125;4_8;19
10059545;10059629;10062756;10146051;10230051;79;0;14;7;125;4_8;20
10296753;10296835;10299970;10383053;10466963;79;0;14;7;125;4_8;21
10533596;10533683;10536815;10620052;10704055;79;0;14;7;125;4_8;22
10770756;10770839;10773981;10865053;10949006;87;0;14;7;125;4_8;23
11019313;11019391;11022585;11112054;11196034;87;0;14;7;125;4_8;24
11262751;11262835;11265979;11357054;11440972;87;0;14;7;125;4_8;25
11507589;11507673;11510805;11602046;11686061;87;0;14;7;125;4_8;26
11752769;11752852;11755994;11855053;11938969;95;0;14;7;125;4_8;27
12005644;12005725;12008869;12108051;12192065;95;0;14;7;125;4_8;28
12258751;12258832;12261974;12361058;12444986;95;0;14;7;125;4_8;29
12511633;12511713;12514845;12622051;12706036;103;0;14;7;125;4_8;30
12772721;12772806;12775952;12883054;12966979;103;0;14;7;125;4_8;31
13037212;13037291;13040480;13146054;13230059;103;0;14;7;125;4_8;32
13296749;13296832;13299983;13407048;13490999;103;0;14;7;125;4_8;33
13557631;13557711;13560854;13676051;13760040;111;0;14;7;125;4_8;34
13826776;13826869;13830011;13945053;14028981;111;0;14;7;125;4_8;35
14095689;14095769;14098916;14214052;14298042;111;0;14;7;125;4_8;36
14364744;14364826;14367979;14491053;14574988;120;0;14;7;125;4_8;37
14641658;14641743;14644892;14768052;14852059;120;0;14;7;125;4_8;38
14922319;14922397;14925606;15047056;15131033;120;0;14;7;125;4_8;39
15197692;15197772;15200923;15324046;15408069;120;0;14;7;125;4_8;40
15474779;15474874;15478021;15609053;15692986;128;0;14;7;125;4_8;41
15759616;15759697;15762836;15894051;15978024;128;0;14;7;125;4_8;42
16044726;16044811;16047966;16179054;16262974;128;0;14;7;125;4_8;43
16329645;16329725;16332869;16472051;16556034;136;0;14;7;125;4_8;44
16622744;16622828;16625985;16765054;16849010;136;0;14;7;125;4_8;45
16915681;16915761;16918914;17058052;17142092;136;0;14;7;125;4_8;46
17212400;17212478;17215685;17353050;17436981;136;0;14;7;125;4_8;47
17503614;17503695;17506841;17656051;17740026;144;0;14;7;125;4_8;48
17806767;17806856;17810025;17959053;18043009;144;0;14;7;125;4_8;49
18109663;18109743;18112900;18262052;18346051;144;0;14;7;125;4_8;50
18412799;18412889;18416044;18573053;18656972;152;0;14;7;125;4_8;51
18723669;18723749;18726904;18884052;18968055;152;0;14;7;125;4_8;52
19034749;19034832;19037990;19195054;19278986;152;0;14;7;125;4_8;53
19345638;19345718;19348871;19506046;19590057;152;0;14;7;125;4_8;54
19660341;19660419;19663635;19827055;19910984;160;0;14;7;125;4_8;55
19977614;19977695;19980845;20146051;20230067;160;0;14;7;125;4_8;56
20296789;20296881;20300041;20465056;20548993;160;0;14;7;125;4_8;57
20615645;20615725;20618880;20792051;20876029;169;0;14;7;125;4_8;58
20942729;20942812;20945974;21119054;21202990;169;0;14;7;125;4_8;59
21269635;21269720;21272880;21446052;21530067;169;0;14;7;125;4_8;60
21596775;21596858;21600025;21773048;21856972;169;0;14;7;125;4_8;61
21927136;21927215;21930431;22110053;22194031;177;0;14;7;125;4_8;62
22260732;22260816;22263977;22445057;22529010;177;0;14;7;125;4_8;63
22595642;22595723;22598886;22780052;22864036;177;0;14;7;125;4_8;64
22930709;22930790;22933966;23123053;23207009;185;0;14;7;125;4_8;65
23273618;23273699;23276852;23466052;23550029;185;0;14;7;125;4_8;66
23616719;23616801;23619968;23809054;23892995;185;0;14;7;125;4_8;67
23959683;23959763;23962929;24152046;24236049;185;0;14;7;125;4_8;68
24302747;24302830;24306002;24503053;24586981;193;0;14;7;125;4_8;69
24657143;24657221;24660436;24856053;24940031;193;0;14;7;125;4_8;70
25006718;25006803;25009977;25207054;25291032;193;0;14;7;125;4_8;71
25357668;25357748;25360916;25566051;25650036;201;0;14;7;125;4_8;72
25716749;25716832;25720013;25925054;26009009;201;0;14;7;125;4_8;73
26075705;26075789;26078956;26284052;26368065;201;0;14;7;125;4_8;74
26434763;26434847;26438019;26643048;26726986;201;0;14;7;125;4_8;75
26793608;26793689;26796848;27010051;27094133;210;0;14;7;125;4_8;76
27160782;27160874;27164037;27377053;27460984;210;0;14;7;125;4_8;77
27531251;27531329;27534556;27748054;27832071;210;0;14;7;125;4_8;78
27898799;27898889;27902055;28123053;28207013;218;0;14;7;125;4_8;79
28273639;28273719;28276894;28498052;28582032;218;0;14;7;125;4_8;80
28648744;28648828;28652011;28873054;28956979;218;0;14;7;125;4_8;81
29023609;29023694;29026854;29248046;29332046;218;0;14;7;125;4_8;82
29398783;29398874;29402044;29633053;29716974;226;0;14;7;125;4_8;83
29783598;29783678;29786912;30018051;30102075;226;0;14;7;125;4_8;84
30172465;30172543;30175779;30405060;30488999;226;0;14;7;125;4_8;85
30555622;30555702;30558874;30798051;30882049;234;0;14;7;125;4_8;86
30948717;30948802;30951983;31191054;31274986;234;0;14;7;125;4_8;87
31341603;31341683;31344848;31584056;31668055;234;0;14;7;125;4_8;88
31734760;31734844;31738031;31977052;32060979;234;0;14;7;125;4_8;89
32127737;32127820;32131002;32378051;32462036;242;0;14;7;125;4_8;90
32528770;32528854;32532041;32779053;32862994;242;0;14;7;125;4_8;91
32929625;32929705;32932880;33180052;33264049;242;0;14;7;125;4_8;92
33334419;33334501;33337736;33591056;33674997;251;0;14;7;125;4_8;93
33741671;33741752;33744927;34000052;34084088;251;0;14;7;125;4_8;94
34150751;34150835;34154025;34409054;34492999;251;0;14;7;125;4_8;95
34559626;34559706;34562890;34818050;34902042;251;0;14;7;125;4_8;96
34968755;34968837;34972027;35235053;35318988;259;0;14;7;125;4_8;97
35385607;35385687;35388854;35652051;35736042;259;0;14;7;125;4_8;98
35802736;35802820;35806000;36069054;36153042;259;0;14;7;125;4_8;99
36219658;36219738;36222923;36494051;36578073;267;0;14;7;125;4_8;100
36648363;36648441;36651685;36921056;37005019;267;0;14;7;125;4_8;101
37071648;37071728;37075006;37346052;37430069;267;0;14;7;125;4_8;102
37496734;37496818;37500009;37771048;37854990;267;0;14;7;125;4_8;103
37921643;37921727;37924912;38204051;38288086;275;0;14;7;125;4_8;104
38354816;38354905;38358089;38637053;38720994;275;0;14;7;125;4_8;105
38787666;38787747;38790938;39070052;39154120;275;0;14;7;125;4_8;106
39220826;39220915;39224107;39511057;39595019;283;0;14;7;125;4_8;107
39665255;39665333;39668569;39954054;40038069;283;0;14;7;125;4_8;108
40104747;40104830;40108021;40395054;40479010;283;0;14;7;125;4_8;109
40545619;40545700;40548888;40836046;40920075;283;0;14;7;125;4_8;110
40986751;40986835;40990027;41285053;41368990;292;0;14;7;125;4_8;111
41435681;41435761;41438954;41734051;41818086;292;0;14;7;125;4_8;112
41884805;41884893;41888082;42183054;42267017;292;0;14;7;125;4_8;113
42333651;42333732;42336923;42640051;42724067;300;0;14;7;125;4_8;114
42790740;42790828;42794019;43097054;43181021;300;0;14;7;125;4_8;115
43251306;43251384;43254628;43556054;43640065;300;0;14;7;125;4_8;116
43706766;43706849;43710048;44013048;44097051;300;0;14;7;125;4_8;117
44163675;44163755;44166946;44480055;44564079;308;0;14;7;125;4_8;118
44630788;44630881;44634070;44947053;45031013;308;0;14;7;125;4_8;119
45097668;45097748;45100938;45414052;45498075;308;0;14;7;125;4_8;120
45564755;45564837;45568037;45889053;45973009;316;0;14;7;125;4_8;121
46039639;46039719;46042918;46364052;46448094;316;0;14;7;125;4_8;122
46521223;46521299;46524654;46844056;46928038;316;0;14;7;125;4_8;123
46994661;46994741;46997942;47319046;47403059;316;0;14;7;125;4_8;124
47469743;47469826;47473025;47802053;47886002;324;0;14;7;125;4_8;125
47952624;47952708;47955909;48285051;48369086;324;0;14;7;125;4_8;126
48435824;48435914;48439101;48768054;48852009;324;0;14;7;125;4_8;127
48918652;48918732;48921944;49259051;49343073;333;0;14;7;125;4_8;128
49409816;49409905;49413112;49750054;49833997;333;0;14;7;125;4_8;129
49900635;49900715;49903916;50241052;50325069;333;0;14;7;125;4_8;130
50395313;50395391;50398653;50734049;50817994;333;0;14;7;125;4_8;131
50884606;50884724;50887939;51233050;51317052;341;0;14;7;125;4_8;132
51383728;51383811;51387069;51732052;51816020;341;0;14;7;125;4_8;133
51882676;51882756;51885965;52231057;52315097;341;0;14;7;125;4_8;134
52381775;52381868;52385075;52738052;52822009;349;0;14;7;125;4_8;135
52888650;52888730;52891930;53245051;53329066;349;0;14;7;125;4_8;136
53395765;53395852;53399071;53752053;53836024;349;0;14;7;125;4_8;137
53906287;53906365;53909623;54261047;54345028;349;0;14;7;125;4_8;138
54411767;54411851;54415062;54776052;54860018;357;0;14;7;125;4_8;139
54926707;54926788;54929991;55291050;55375068;357;0;14;7;125;4_8;140
55441750;55441833;55445040;55806053;55889993;357;0;14;7;125;4_8;141
55956638;55956718;55959926;56329050;56413072;365;0;14;7;125;4_8;142
56479730;56479815;56483026;56852052;56935989;365;0;14;7;125;4_8;143
57002660;57002741;57005955;57375050;57459076;365;0;14;7;125;4_8;144
57525784;57525876;57529083;57898051;57982009;365;0;14;7;125;4_8;145
58052289;58052368;58055634;58431052;58515078;373;0;14;7;125;4_8;146
58581742;58581825;58585038;58962052;59045996;373;0;14;7;125;4_8;147
59112674;59112759;59115971;59493051;59577091;373;0;14;7;125;4_8;148
59643749;59643831;59647045;60032052;60116066;382;0;14;7;125;4_8;149
60182703;60182784;60186018;60571051;60655072;382;0;14;7;125;4_8;150
60721804;60721892;60725100;61110053;61194011;382;0;14;7;125;4_8;151
61260645;61260725;61263937;61649045;61733056;382;0;14;7;125;4_8;152
61803367;61803445;61806716;62200054;62284009;390;0;14;7;125;4_8;153
62350699;62350780;62353987;62749050;62833062;390;0;14;7;125;4_8;154
62899771;62899854;62903073;63298053;63382030;390;0;14;7;125;4_8;155
63448653;63448734;63451953;63855054;63939062;398;0;14;7;125;4_8;156
64005746;64005829;64009045;64412053;64496016;398;0;14;7;125;4_8;157
64562613;64562694;64565917;64969051;65053045;398;0;14;7;125;4_8;158
65119849;65119943;65123149;65526047;65610013;398;0;14;7;125;4_8;159
65676609;65676689;65679911;66091050;66175066;406;0;14;7;125;4_8;160
66245430;66245508;66248785;66658062;66742018;406;0;14;7;125;4_8;161
66808639;66808720;66811939;67223051;67307062;406;0;14;7;125;4_8;162
67373740;67373823;67377049;67796052;67880018;414;0;14;7;125;4_8;163
67946642;67946722;67949932;68369051;68453085;414;0;14;7;125;4_8;164
68519757;68519841;68523067;68942053;69025993;414;0;14;7;125;4_8;165
69092727;69092811;69096036;69515045;69599062;414;0;14;7;125;4_8;166
69665762;69665846;69669077;70096052;70180009;423;0;14;7;125;4_8;167
70250267;70250345;70253625;70681052;70765052;423;0;14;7;125;4_8;168
70831753;70831840;70835065;71262052;71346016;423;0;14;7;125;4_8;169
71412694;71412775;71415999;71851050;71935060;431;0;14;7;125;4_8;170
72001762;72001846;72005075;72440053;72524032;431;0;14;7;125;4_8;171
72590694;72590778;72594001;73031050;73115085;431;0;14;7;125;4_8;172
73181775;73181868;73185087;73620047;73703993;431;0;14;7;125;4_8;173
73770628;73770708;73773930;74217050;74301085;439;0;14;7;125;4_8;174
74367745;74367829;74371065;74814052;74897998;439;0;14;7;125;4_8;175
74968247;74968325;74971595;75415053;75499082;439;0;14;7;125;4_8;176
75565825;75565914;75569142;76020052;76104062;447;0;14;7;125;4_8;177
76170707;76170788;76174024;76625051;76709062;447;0;14;7;125;4_8;178
76775773;76775857;76779092;77230053;77313994;447;0;14;7;125;4_8;179
77380623;77380707;77383935;77835045;77919086;447;0;14;7;125;4_8;180
77985785;77985878;77989098;78448052;78532009;455;0;14;7;125;4_8;181
78598690;78598770;78602006;79061050;79145076;455;0;14;7;125;4_8;182
79215302;79215380;79218662;79676055;79760009;455;0;14;7;125;4_8;183
79826637;79826717;79829949;80297050;80381078;464;0;14;7;125;4_8;184
80447785;80447878;80451109;80918053;81002013;464;0;14;7;125;4_8;185
81068627;81068708;81071932;81539051;81623043;464;0;14;7;125;4_8;186
81689771;81689854;81693092;82160047;82244024;464;0;14;7;125;4_8;187
82310688;82310768;82314005;82791050;82875058;472;0;14;7;125;4_8;188
82941752;82941835;82945071;83422052;83506007;472;0;14;7;125;4_8;189
83572613;83572694;83575932;84053051;84137099;472;0;14;7;125;4_8;190
84207355;84207437;84210727;84694059;84778016;480;0;14;7;125;4_8;191
84844642;84844722;84847949;85333051;85417085;480;0;14;7;125;4_8;192
85483813;85483902;85487156;85972053;86056036;480;0;14;7;125;4_8;193
86122708;86122788;86126028;86611045;86695058;480;0;14;7;125;4_8;194
86761752;86761835;86765079;87258052;87342009;488;0;14;7;125;4_8;195
87408648;87408728;87411965;87905050;87989104;488;0;14;7;125;4_8;196
88055752;88055835;88059079;88552053;88635985;488;0;14;7;125;4_8;197
88706260;88706338;88709648;89211052;89295082;496;0;14;7;125;4_8;198
89361777;89361871;89365109;89866053;89950016;496;0;14;7;125;4_8;199
90016642;90016722;90019965;90521051;90605050;496;0;14;7;125;4_8;200
90671750;90671837;90675079;91176047;91260009;496;0;14;7;125;4_8;201
91326697;91326778;91330018;91839050;91923068;505;0;14;7;125;4_8;202
91989788;91989880;91993123;92502052;92586030;505;0;14;7;125;4_8;203
92652656;92652736;92655980;93165055;93249068;505;0;14;7;125;4_8;204
93315761;93315843;93319090;93836052;93919989;513;0;14;7;125;4_8;205
93990287;93990365;93993676;94509053;94593085;513;0;14;7;125;4_8;206
94659760;94659847;94663092;95180053;95263983;513;0;14;7;125;4_8;207
95330613;95330694;95333939;95851045;95935070;513;0;14;7;125;4_8;208
96001796;96001886;96005130;96530056;96614032;521;0;14;7;125;4_8;209
96680670;96680750;96683995;97209050;97293080;521;0;14;7;125;4_8;210
97359759;97359843;97363083;97888053;97972011;521;0;14;7;125;4_8;211
98038642;98038726;98041969;98575050;98659084;529;0;14;7;125;4_8;212
98729350;98729429;98732733;99264066;99348018;529;0;14;7;125;4_8;213
99414690;99414770;99418024;99951051;100035068;529;0;14;7;125;4_8;214
100101818;100101906;100105150;100638047;100722023;529;0;14;7;125;4_8;215
100788671;100788751;100792002;101333049;101417071;537;0;14;7;125;4_8;216
101483801;101483891;101487149;102028051;102112071;537;0;14;7;125;4_8;217
102178698;102178779;102182014;102723050;102807061;537;0;14;7;125;4_8;218
102873755;102873840;102877105;103426051;103510010;546;0;14;7;125;4_8;219
103576698;103576778;103580031;104129054;104213079;546;0;14;7;125;4_8;220
104283399;104283478;104286786;104835054;104919008;546;0;14;7;125;4_8;221
104985638;104985719;104988965;105538043;105622067;546;0;14;7;125;4_8;222
16464929;16465007;16465195;16465278;16549408;0;0;14;0;250;4_8;0
16615996;16616077;16616332;16635058;16718937;15;0;14;7;250;4_8;1
16785472;16785553;16788656;16812055;16895935;19;0;14;7;250;4_8;2
16962542;16962623;16965735;16989058;17072935;19;0;14;7;250;4_8;3
17139472;17139553;17142656;17166056;17247514;19;0;14;7;250;4_8;4
17311744;17311828;17314962;17338052;17421888;19;0;14;7;250;4_8;5
17488480;17488564;17491678;17519055;17602960;23;0;14;7;250;4_8;6
17673237;17673315;17676495;17702059;17785875;23;0;14;7;250;4_8;7
17852458;17852539;17855648;17883056;17966931;23;0;14;7;250;4_8;8
18033542;18033623;18036738;18068062;18151914;27;0;14;7;250;4_8;9
18218545;18218625;18221733;18253056;18337036;27;0;14;7;250;4_8;10
18403733;18403818;18406956;18438058;18522017;27;0;14;7;250;4_8;11
18588648;18588728;18591847;18623050;18707027;27;0;14;7;250;4_8;12
18773711;18773791;18776920;18812057;18895948;31;0;14;7;250;4_8;13
18962535;18962619;18965734;19001060;19085219;31;0;14;7;250;4_8;14
19155638;19155716;19158920;19192060;19275990;31;0;14;7;250;4_8;15
19342605;19342685;19345813;19385055;19469035;35;0;14;7;250;4_8;16
19535726;19535811;19538952;19578062;19661994;35;0;14;7;250;4_8;17
19728650;19728730;19731856;19771056;19855030;35;0;14;7;250;4_8;18
19921720;19921804;19924946;19964052;20047990;35;0;14;7;250;4_8;19
20114676;20114756;20117890;20161055;20245033;40;0;14;7;250;4_8;20
20311704;20311784;20314920;20358057;20441992;40;0;14;7;250;4_8;21
20508664;20508745;20511886;20555056;20639067;40;0;14;7;250;4_8;22
20709540;20709619;20712823;20758059;20841981;44;0;14;7;250;4_8;23
20908598;20908678;20911807;20959056;21043033;44;0;14;7;250;4_8;24
21109754;21109836;21112974;21160058;21243975;44;0;14;7;250;4_8;25
21310663;21310748;21313890;21361050;21445071;44;0;14;7;250;4_8;26
21511754;21511836;21514976;21566057;21649967;48;0;14;7;250;4_8;27
21716648;21716729;21719860;21771055;21855040;48;0;14;7;250;4_8;28
21921771;21921853;21924992;21976058;22059990;48;0;14;7;250;4_8;29
22130367;22130446;22133633;22187057;22271030;52;0;14;7;250;4_8;30
22337753;22337836;22340983;22396058;22480008;52;0;14;7;250;4_8;31
22546616;22546697;22549837;22605056;22689036;52;0;14;7;250;4_8;32
22755705;22755785;22758940;22814052;22897981;52;0;14;7;250;4_8;33
22964620;22964700;22967837;23027059;23111100;56;0;14;7;250;4_8;34
23177781;23177874;23181015;23240057;23323967;56;0;14;7;250;4_8;35
23390608;23390691;23393831;23453056;23537027;56;0;14;7;250;4_8;36
23603697;23603781;23606937;23670057;23753994;60;0;14;7;250;4_8;37
23824317;23824395;23827598;23889058;23973023;60;0;14;7;250;4_8;38
24039712;24039792;24042957;24106058;24189994;60;0;14;7;250;4_8;39
24256619;24256700;24259837;24323054;24407025;60;0;14;7;250;4_8;40
24473699;24473779;24476935;24546057;24629970;64;0;14;7;250;4_8;41
24696604;24696684;24699825;24769055;24853046;64;0;14;7;250;4_8;42
24919716;24919796;24922956;24992058;25076012;64;0;14;7;250;4_8;43
25142628;25142709;25145849;25219055;25303059;68;0;14;7;250;4_8;44
25369767;25369851;25373008;25446058;25529980;68;0;14;7;250;4_8;45
25600420;25600498;25603706;25675058;25759036;68;0;14;7;250;4_8;46
25825721;25825805;25828960;25902052;25985964;68;0;14;7;250;4_8;47
26052586;26052671;26055815;26133055;26217037;72;0;14;7;250;4_8;48
26283755;26283838;26286992;26364057;26447968;72;0;14;7;250;4_8;49
26514595;26514676;26517827;26595056;26679046;72;0;14;7;250;4_8;50
26745730;26745814;26748968;26830061;26913998;76;0;14;7;250;4_8;51
26980642;26980723;26983877;27065056;27149030;76;0;14;7;250;4_8;52
27215716;27215796;27218957;27300058;27383994;76;0;14;7;250;4_8;53
27454351;27454429;27457630;27537052;27621055;76;0;14;7;250;4_8;54
27687755;27687838;27690998;27776057;27859967;80;0;14;7;250;4_8;55
27926637;27926718;27929877;28015055;28099069;80;0;14;7;250;4_8;56
28165766;28165850;28169012;28254062;28337985;80;0;14;7;250;4_8;57
28404619;28404699;28407843;28497055;28581023;85;0;14;7;250;4_8;58
28647666;28647746;28650927;28740057;28823973;85;0;14;7;250;4_8;59
28890658;28890742;28893898;28983055;29067113;85;0;14;7;250;4_8;60
29137317;29137395;29140607;29228054;29311967;85;0;14;7;250;4_8;61
29378638;29378719;29381882;29475055;29559023;89;0;14;7;250;4_8;62
29625756;29625838;29629002;29722057;29806005;89;0;14;7;250;4_8;63
29872634;29872715;29875877;29969055;30053035;89;0;14;7;250;4_8;64
30119753;30119836;30123002;30220057;30303988;93;0;14;7;250;4_8;65
30370618;30370699;30373856;30471055;30555023;93;0;14;7;250;4_8;66
30621704;30621785;30624957;30722058;30806018;93;0;14;7;250;4_8;67
30872672;30872753;30875925;30973054;31057019;93;0;14;7;250;4_8;68
31127343;31127421;31130643;31230059;31313978;97;0;14;7;250;4_8;69
31380584;31380665;31383821;31485055;31569010;97;0;14;7;250;4_8;70
31635715;31635803;31638981;31740057;31823983;97;0;14;7;250;4_8;71
31890609;31890690;31893847;31999055;32083189;101;0;14;7;250;4_8;72
32149907;32149987;32153153;32258058;32341975;101;0;14;7;250;4_8;73
32408660;32408741;32411908;32517056;32601038;101;0;14;7;250;4_8;74
32667744;32667828;32670998;32776052;32859990;101;0;14;7;250;4_8;75
32926639;32926720;32929886;33039055;33123075;105;0;14;7;250;4_8;76
33193500;33193578;33196809;33304059;33387985;105;0;14;7;250;4_8;77
33454606;33454686;33457856;33567056;33651046;105;0;14;7;250;4_8;78
33717779;33717874;33721045;33834061;33917992;109;0;14;7;250;4_8;79
33984637;33984718;33987890;34101056;34185036;109;0;14;7;250;4_8;80
34251721;34251805;34254974;34368058;34451985;109;0;14;7;250;4_8;81
34518611;34518696;34521858;34635050;34719037;109;0;14;7;250;4_8;82
34785709;34785789;34788970;34906057;34989992;113;0;14;7;250;4_8;83
35060310;35060389;35063628;35179057;35263030;113;0;14;7;250;4_8;84
35329743;35329826;35333006;35450057;35533988;113;0;14;7;250;4_8;85
35600641;35600721;35603896;35725055;35809033;117;0;14;7;250;4_8;86
35875762;35875846;35879033;36000058;36084025;117;0;14;7;250;4_8;87
36150637;36150718;36153892;36275055;36359010;117;0;14;7;250;4_8;88
36425722;36425805;36428983;36550056;36633996;117;0;14;7;250;4_8;89
36700664;36700744;36703922;36829059;36913069;121;0;14;7;250;4_8;90
36979754;36979836;36983023;37108057;37191996;121;0;14;7;250;4_8;91
37262329;37262408;37265633;37389058;37473036;121;0;14;7;250;4_8;92
37539724;37539813;37542998;37672057;37756005;126;0;14;7;250;4_8;93
37822648;37822729;37825906;37955056;38039036;126;0;14;7;250;4_8;94
38105896;38105976;38109158;38238058;38321990;126;0;14;7;250;4_8;95
38388670;38388755;38391940;38521050;38605048;126;0;14;7;250;4_8;96
38671718;38671801;38674981;38808057;38891985;130;0;14;7;250;4_8;97
38958653;38958734;38961918;39095055;39179059;130;0;14;7;250;4_8;98
39245711;39245792;39248979;39382058;39465970;130;0;14;7;250;4_8;99
39536293;39536371;39539614;39677057;39761079;134;0;14;7;250;4_8;100
39827781;39827876;39831050;39968062;40052038;134;0;14;7;250;4_8;101
40118712;40118793;40121976;40259056;40343059;134;0;14;7;250;4_8;102
40409774;40409857;40413052;40550052;40633999;134;0;14;7;250;4_8;103
40700638;40700722;40703910;40845055;40929089;138;0;14;7;250;4_8;104
40995783;40995878;40999054;41140057;41223996;138;0;14;7;250;4_8;105
41290680;41290760;41293952;41435056;41519065;138;0;14;7;250;4_8;106
41589549;41589632;41592892;41738059;41822008;142;0;14;7;250;4_8;107
41888626;41888706;41891892;42039056;42123102;142;0;14;7;250;4_8;108
42189792;42189885;42193067;42340058;42424014;142;0;14;7;250;4_8;109
42490677;42490757;42493948;42641050;42725052;142;0;14;7;250;4_8;110
42791784;42791878;42795067;42946057;43030003;146;0;14;7;250;4_8;111
43096681;43096762;43099948;43251059;43335085;146;0;14;7;250;4_8;112
43401772;43401856;43405048;43556057;43640021;146;0;14;7;250;4_8;113
43706644;43706725;43709912;43865055;43949063;150;0;14;7;250;4_8;114
44019484;44019566;44022813;44176059;44260005;150;0;14;7;250;4_8;115
44326637;44326718;44329908;44485055;44569094;150;0;14;7;250;4_8;116
44635796;44635891;44639088;44794052;44878009;150;0;14;7;250;4_8;117
44944683;44944763;44947957;45107055;45191065;154;0;14;7;250;4_8;118
45257776;45257860;45261062;45420057;45503998;154;0;14;7;250;4_8;119
45570651;45570731;45573925;45733055;45817065;154;0;14;7;250;4_8;120
45883785;45883878;45887072;46050057;46134018;158;0;14;7;250;4_8;121
46207245;46207321;46210671;46372057;46456081;158;0;14;7;250;4_8;122
46522760;46522843;46526037;46689062;46773016;158;0;14;7;250;4_8;123
46839656;46839736;46842931;47006050;47090135;158;0;14;7;250;4_8;124
47156800;47156891;47160076;47327057;47411003;162;0;14;7;250;4_8;125
47477670;47477755;47480957;47648055;47732081;162;0;14;7;250;4_8;126
47798773;47798856;47802059;47969057;48052985;162;0;14;7;250;4_8;127
48119788;48119881;48123078;48294055;48378098;167;0;14;7;250;4_8;128
48444802;48444893;48448097;48619058;48703021;167;0;14;7;250;4_8;129
48773244;48773322;48776572;48946058;49030065;167;0;14;7;250;4_8;130
49096789;49096881;49100078;49271052;49354990;167;0;14;7;250;4_8;131
49421665;49421745;49424948;49600055;49684071;171;0;14;7;250;4_8;132
49750748;49750830;49754039;49929057;50013023;171;0;14;7;250;4_8;133
50079760;50079843;50083037;50258055;50342078;171;0;14;7;250;4_8;134
50408784;50408877;50412081;50591056;50674997;175;0;14;7;250;4_8;135
50741619;50741701;50744897;50924054;51008049;175;0;14;7;250;4_8;136
51078516;51078599;51081883;51259058;51343020;175;0;14;7;250;4_8;137
51409650;51409730;51412930;51592049;51676036;175;0;14;7;250;4_8;138
51742803;51742894;51746098;51929056;52013038;179;0;14;7;250;4_8;139
52079725;52079809;52083024;52266054;52350066;179;0;14;7;250;4_8;140
52416758;52416841;52420048;52603056;52686991;179;0;14;7;250;4_8;141
52753622;52753702;52756916;52944054;53028095;183;0;14;7;250;4_8;142
53094846;53094935;53098136;53285056;53368991;183;0;14;7;250;4_8;143
53435620;53435701;53438921;53626054;53710086;183;0;14;7;250;4_8;144
53780486;53780569;53783839;53969053;54052997;183;0;14;7;250;4_8;145
54119664;54119744;54122954;54314054;54398061;187;0;14;7;250;4_8;146
54464749;54464831;54468048;54659056;54743000;187;0;14;7;250;4_8;147
54809669;54809754;54812965;55004054;55088132;187;0;14;7;250;4_8;148
55154790;55154882;55158087;55353056;55436998;191;0;14;7;250;4_8;149
55503641;55503722;55506932;55702058;55786101;191;0;14;7;250;4_8;150
55852803;55852894;55856106;56051056;56135038;191;0;14;7;250;4_8;151
56205374;56205452;56208706;56402051;56486076;191;0;14;7;250;4_8;152
56552751;56552835;56556042;56755056;56839026;195;0;14;7;250;4_8;153
56905641;56905721;56908934;57108054;57192088;195;0;14;7;250;4_8;154
57258763;57258847;57262068;57461056;57544984;195;0;14;7;250;4_8;155
