TIteration;TBlock;TMessGen;TMessSend;TDisplay;TOA;Essai;TxPower;SF;Bandwith;CodingRate;Taille;;;;;;;;;;;
52862666;52862747;52865994;53029054;53113146;159;0;14;7;250;4_5;200;;144;14256;14,256;0,2376;;;;;;
53183452;53183531;53186839;53349053;53432990;159;0;14;7;250;4_5;201;;144;14256;14,256;0,2376;;;;;;
53499632;53499717;53502967;53670054;53754090;162;0;14;7;250;4_5;202;;147;14553;14,553;0,24255;;;;;;
53820812;53820902;53824131;53991056;54075086;162;0;14;7;250;4_5;203;;147;14553;14,553;0,24255;;;;;;
54141757;54141838;54145095;54312054;54396090;162;0;14;7;250;4_5;204;;147;14553;14,553;0,24255;;;;;;
54462784;54462877;54466117;54635060;54719011;164;0;14;7;250;4_5;205;;149;14751;14,751;0,24585;;;;;;
54785655;54785736;54788980;54958054;55042066;164;0;14;7;250;4_5;206;;149;14751;14,751;0,24585;;;;;;
55108803;55108892;55112138;55281056;55365013;164;0;14;7;250;4_5;207;;149;14751;14,751;0,24585;;;;;;
55477409;55477492;55480809;55650051;55734064;164;0;14;7;250;4_5;208;;149;14751;14,751;0,24585;;;;;;
55800796;55800886;55804133;55975056;56059017;167;0;14;7;250;4_5;209;;152;15048;15,048;0,2508;;;;;;
56125735;56125820;56129068;56300058;56384094;167;0;14;7;250;4_5;210;;152;15048;15,048;0,2508;;;;;;
56450796;56450886;56454129;56625056;56709021;167;0;14;7;250;4_5;211;;152;15048;15,048;0,2508;;;;;;
56775678;56775759;56779005;56952054;57036072;170;0;14;7;250;4_5;212;;154;15246;15,246;0,2541;;;;;;
57102876;57102961;57106202;57279056;57363043;170;0;14;7;250;4_5;213;;154;15246;15,246;0,2541;;;;;;
57429683;57429763;57433003;57606054;57690074;170;0;14;7;250;4_5;214;;154;15246;15,246;0,2541;;;;;;
57756811;57756900;57760152;57933051;58017049;170;0;14;7;250;4_5;215;;154;15246;15,246;0,2541;;;;;;
58087315;58087394;58090693;58266056;58350069;172;0;14;7;250;4_5;216;;157;15543;15,543;0,25905;;;;;;
58416749;58416832;58420081;58597056;58681020;172;0;14;7;250;4_5;217;;157;15543;15,543;0,25905;;;;;;
58747663;58747743;58750986;58928054;59012095;172;0;14;7;250;4_5;218;;157;15543;15,543;0,25905;;;;;;
59078880;59078960;59082202;59261056;59345007;175;0;14;7;250;4_5;219;;159;15741;15,741;0,26235;;;;;;
59411721;59411805;59415068;59594054;59678041;175;0;14;7;250;4_5;220;;159;15741;15,741;0,26235;;;;;;
59744783;59744877;59748127;59927056;60011011;175;0;14;7;250;4_5;221;;159;15741;15,741;0,26235;;;;;;
60077711;60077791;60081042;60260048;60344047;175;0;14;7;250;4_5;222;;159;15741;15,741;0,26235;;;;;;
2785934;2786012;2786202;2786286;2870377;0;0;14;0;125;4_6;0;;162;16038;16,038;0,2673;;;;;;
2936965;2937046;2937309;2968058;3051927;27;0;14;7;125;4_6;1;;162;16038;16,038;0,2673;;;;;;
3118911;3118991;3122097;3159055;3242915;34;0;14;7;125;4_6;2;;162;16038;16,038;0,2673;;;;;;
3309519;3309599;3312716;3350058;3433862;34;0;14;7;125;4_6;3;;164;16236;16,236;0,2706;;;;;;
3500411;3500491;3503600;3541056;3622501;34;0;14;7;125;4_6;4;;164;16236;16,236;0,2706;;;;;;
3686733;3686816;3689941;3727052;3810873;34;0;14;7;125;4_6;5;;164;16236;16,236;0,2706;;;;;;
3877490;3877571;3880698;3924055;4007970;40;0;14;7;125;4_6;6;;164;16236;16,236;0,2706;;;;;;
4078174;4078252;4081439;4123059;4206860;40;0;14;7;125;4_6;7;;167;16533;16,533;0,27555;;;;;;
4273385;4273465;4276575;4320056;4403965;40;0;14;7;125;4_6;8;;167;16533;16,533;0,27555;;;;;;
4470561;4470641;4473757;4523057;4606892;46;0;14;7;125;4_6;9;;167;16533;16,533;0,27555;;;;;;
4673439;4673519;4676657;4726056;4810014;46;0;14;7;125;4_6;10;;170;16830;16,83;0,2805;;;;;;
4876678;4876759;4879892;4929058;5012935;46;0;14;7;125;4_6;11;;170;16830;16,83;0,2805;;;;;;
5079637;5079722;5082835;5132050;5215997;46;0;14;7;125;4_6;12;;170;16830;16,83;0,2805;;;;;;
5282647;5282727;5285849;5341057;5424975;52;0;14;7;125;4_6;13;;170;16830;16,83;0,2805;;;;;;
5491592;5491679;5494791;5550055;5633973;52;0;14;7;125;4_6;14;;172;17028;17,028;0,2838;;;;;;
5700704;5700789;5703927;5759058;5842983;52;0;14;7;125;4_6;15;;172;17028;17,028;0,2838;;;;;;
5913172;5913251;5916434;5976057;6060010;58;0;14;7;125;4_6;16;;172;17028;17,028;0,2838;;;;;;
6126774;6126858;6130002;6191058;6274924;58;0;14;7;125;4_6;17;;175;17325;17,325;0,28875;;;;;;
6341596;6341677;6344807;6406056;6490011;58;0;14;7;125;4_6;18;;175;17325;17,325;0,28875;;;;;;
6556678;6556758;6559908;6621052;6704957;58;0;14;7;125;4_6;19;;175;17325;17,325;0,28875;;;;;;
6771546;6771631;6774762;6844055;6928012;64;0;14;7;125;4_6;20;;175;17325;17,325;0,28875;;;;;;
6994707;6994787;6997927;7067057;7151018;64;0;14;7;125;4_6;21;;0;0;0;0;;;;;;
7217670;7217750;7220888;7290056;7374001;64;0;14;7;125;4_6;22;;27;2673;2,673;0,04455;;;;;;
7440753;7440836;7443985;7519057;7602988;70;0;14;7;125;4_6;23;;34;3366;3,366;0,0561;;;;;;
7673245;7673323;7676524;7752058;7836033;70;0;14;7;125;4_6;24;;34;3366;3,366;0,0561;;;;;;
7902700;7902780;7905927;7981058;8064954;70;0;14;7;125;4_6;25;;34;3366;3,366;0,0561;;;;;;
8131653;8131733;8134860;8210050;8294021;70;0;14;7;125;4_6;26;;34;3366;3,366;0,0561;;;;;;
8360703;8360787;8363933;8445057;8528970;77;0;14;7;125;4_6;27;;40;3960;3,96;0,066;;;;;;
8595599;8595680;8598813;8680055;8764021;77;0;14;7;125;4_6;28;;40;3960;3,96;0,066;;;;;;
8830734;8830818;8833959;8915058;8998989;77;0;14;7;125;4_6;29;;40;3960;3,96;0,066;;;;;;
9065596;9065681;9068857;9156055;9240003;83;0;14;7;125;4_6;30;;46;4554;4,554;0,0759;;;;;;
9306673;9306753;9309906;9397058;9480942;83;0;14;7;125;4_6;31;;46;4554;4,554;0,0759;;;;;;
9547553;9547634;9550770;9638056;9722010;83;0;14;7;125;4_6;32;;46;4554;4,554;0,0759;;;;;;
9792371;9792449;9795650;9881054;9964920;83;0;14;7;125;4_6;33;;46;4554;4,554;0,0759;;;;;;
10031567;10031647;10034786;10128055;10212052;89;0;14;7;125;4_6;34;;52;5148;5,148;0,0858;;;;;;
10278767;10278851;10282004;10375057;10458968;89;0;14;7;125;4_6;35;;52;5148;5,148;0,0858;;;;;;
10525610;10525690;10528831;10622056;10706027;89;0;14;7;125;4_6;36;;52;5148;5,148;0,0858;;;;;;
10772697;10772777;10775929;10875057;10958990;95;0;14;7;125;4_6;37;;58;5742;5,742;0,0957;;;;;;
11025629;11025713;11028854;11128056;11212063;95;0;14;7;125;4_6;38;;58;5742;5,742;0,0957;;;;;;
11278774;11278858;11282013;11381058;11464970;95;0;14;7;125;4_6;39;;58;5742;5,742;0,0957;;;;;;
11531642;11531722;11534875;11634050;11718044;95;0;14;7;125;4_6;40;;58;5742;5,742;0,0957;;;;;;
11788362;11788445;11791656;11895059;11978992;101;0;14;7;125;4_6;41;;64;6336;6,336;0,1056;;;;;;
12045630;12045710;12048852;12154055;12238033;101;0;14;7;125;4_6;42;;64;6336;6,336;0,1056;;;;;;
12304680;12304760;12307925;12413058;12496999;101;0;14;7;125;4_6;43;;64;6336;6,336;0,1056;;;;;;
12563598;12563679;12566821;12678055;12762023;107;0;14;7;125;4_6;44;;70;6930;6,93;0,1155;;;;;;
12828732;12828816;12831967;12943058;13027012;107;0;14;7;125;4_6;45;;70;6930;6,93;0,1155;;;;;;
13093777;13093862;13097015;13208056;13292065;107;0;14;7;125;4_6;46;;70;6930;6,93;0,1155;;;;;;
13358768;13358851;13362011;13473052;13556983;107;0;14;7;125;4_6;47;;70;6930;6,93;0,1155;;;;;;
13631468;13631546;13634755;13750057;13834048;113;0;14;7;125;4_6;48;;77;7623;7,623;0,12705;;;;;;
13900736;13900825;13903972;14021057;14105042;113;0;14;7;125;4_6;49;;77;7623;7,623;0,12705;;;;;;
14171688;14171769;14174927;14292056;14376036;113;0;14;7;125;4_6;50;;77;7623;7,623;0,12705;;;;;;
14442711;14442792;14445954;14569057;14653016;120;0;14;7;125;4_6;51;;83;8217;8,217;0,13695;;;;;;
14719652;14719733;14722896;14846060;14930048;120;0;14;7;125;4_6;52;;83;8217;8,217;0,13695;;;;;;
14996750;14996834;14999989;15123058;15206975;120;0;14;7;125;4_6;53;;83;8217;8,217;0,13695;;;;;;
15273590;15273674;15276819;15400050;15484044;120;0;14;7;125;4_6;54;;83;8217;8,217;0,13695;;;;;;
15550723;15550805;15553968;15683057;15766983;126;0;14;7;125;4_6;55;;89;8811;8,811;0,14685;;;;;;
15839411;15839489;15842700;15970057;16054025;126;0;14;7;125;4_6;56;;89;8811;8,811;0,14685;;;;;;
16120880;16120960;16124123;16253057;16336975;126;0;14;7;125;4_6;57;;89;8811;8,811;0,14685;;;;;;
16403645;16403726;16406886;16542055;16626063;132;0;14;7;125;4_6;58;;95;9405;9,405;0,15675;;;;;;
16692756;16692839;16696000;16831058;16914983;132;0;14;7;125;4_6;59;;95;9405;9,405;0,15675;;;;;;
16981641;16981721;16984880;17120056;17204046;132;0;14;7;125;4_6;60;;95;9405;9,405;0,15675;;;;;;
17270754;17270841;17274000;17409052;17492978;132;0;14;7;125;4_6;61;;95;9405;9,405;0,15675;;;;;;
17559591;17559678;17562838;17704055;17788046;138;0;14;7;125;4_6;62;;101;9999;9,999;0,16665;;;;;;
17854764;17854848;17858019;17999061;18083038;138;0;14;7;125;4_6;63;;101;9999;9,999;0,16665;;;;;;
18153168;18153246;18156461;18296058;18380033;138;0;14;7;125;4_6;64;;101;9999;9,999;0,16665;;;;;;
18446725;18446809;18449972;18599057;18682975;144;0;14;7;125;4_6;65;;107;10593;10,593;0,17655;;;;;;
18749610;18749690;18752855;18902056;18986098;144;0;14;7;125;4_6;66;;107;10593;10,593;0,17655;;;;;;
19052748;19052830;19055994;19205058;19288996;144;0;14;7;125;4_6;67;;107;10593;10,593;0,17655;;;;;;
19355619;19355699;19358858;19508050;19592077;144;0;14;7;125;4_6;68;;107;10593;10,593;0,17655;;;;;;
19658763;19658846;19662017;19817061;19900994;150;0;14;7;125;4_6;69;;113;11187;11,187;0,18645;;;;;;
19967614;19967698;19970855;20126055;20210065;150;0;14;7;125;4_6;70;;113;11187;11,187;0,18645;;;;;;
20280590;20280672;20283914;20437060;20520983;150;0;14;7;125;4_6;71;;113;11187;11,187;0,18645;;;;;;
20587666;20587750;20590916;20752055;20836042;156;0;14;7;125;4_6;72;;120;11880;11,88;0,198;;;;;;
20902728;20902812;20905987;21067058;21151038;156;0;14;7;125;4_6;73;;120;11880;11,88;0,198;;;;;;
21217710;21217790;21220960;21382055;21466046;156;0;14;7;125;4_6;74;;120;11880;11,88;0,198;;;;;;
21532772;21532856;21536035;21697052;21780983;156;0;14;7;125;4_6;75;;120;11880;11,88;0,198;;;;;;
21847612;21847692;21850855;22018055;22102090;163;0;14;7;125;4_6;76;;126;12474;12,474;0,2079;;;;;;
22168773;22168856;22172035;22339057;22423021;163;0;14;7;125;4_6;77;;126;12474;12,474;0,2079;;;;;;
22489672;22489752;22492920;22660056;22744042;163;0;14;7;125;4_6;78;;126;12474;12,474;0,2079;;;;;;
22814359;22814437;22817673;22989059;23073055;169;0;14;7;125;4_6;79;;132;13068;13,068;0,2178;;;;;;
23139685;23139765;23142942;23316060;23400046;169;0;14;7;125;4_6;80;;132;13068;13,068;0,2178;;;;;;
23466737;23466821;23469992;23643058;23726975;169;0;14;7;125;4_6;81;;132;13068;13,068;0,2178;;;;;;
23793606;23793686;23796858;23970050;24054021;169;0;14;7;125;4_6;82;;132;13068;13,068;0,2178;;;;;;
24120781;24120878;24124048;24303057;24386994;175;0;14;7;125;4_6;83;;138;13662;13,662;0,2277;;;;;;
24453625;24453705;24456888;24636055;24720063;175;0;14;7;125;4_6;84;;138;13662;13,662;0,2277;;;;;;
24786780;24786874;24790041;24969057;25052979;175;0;14;7;125;4_6;85;;138;13662;13,662;0,2277;;;;;;
25123325;25123404;25126641;25310057;25394040;181;0;14;7;125;4_6;86;;144;14256;14,256;0,2376;;;;;;
25460748;25460830;25464013;25649058;25732975;181;0;14;7;125;4_6;87;;144;14256;14,256;0,2376;;;;;;
25799594;25799674;25802849;25988056;26072135;181;0;14;7;125;4_6;88;;144;14256;14,256;0,2376;;;;;;
26138838;26138929;26142097;26327056;26410983;181;0;14;7;125;4_6;89;;144;14256;14,256;0,2376;;;;;;
26477653;26477733;26480927;26672055;26756075;187;0;14;7;125;4_6;90;;150;14850;14,85;0,2475;;;;;;
26822774;26822858;26826041;27017061;27101063;187;0;14;7;125;4_6;91;;150;14850;14,85;0,2475;;;;;;
27167713;27167793;27170976;27362055;27446044;187;0;14;7;125;4_6;92;;150;14850;14,85;0,2475;;;;;;
27512733;27512816;27516000;27713057;27796983;193;0;14;7;125;4_6;93;;156;15444;15,444;0,2574;;;;;;
27867252;27867335;27870567;28066058;28150073;193;0;14;7;125;4_6;94;;156;15444;15,444;0,2574;;;;;;
28216773;28216856;28220039;28417058;28500999;193;0;14;7;125;4_6;95;;156;15444;15,444;0,2574;;;;;;
28567640;28567720;28570927;28768050;28852037;193;0;14;7;125;4_6;96;;156;15444;15,444;0,2574;;;;;;
28918771;28918856;28922041;29125057;29208999;199;0;14;7;125;4_6;97;;163;16137;16,137;0,26895;;;;;;
29275638;29275718;29278900;29482055;29566010;199;0;14;7;125;4_6;98;;163;16137;16,137;0,26895;;;;;;
29632680;29632760;29635952;29839058;29922994;199;0;14;7;125;4_6;99;;163;16137;16,137;0,26895;;;;;;
29989661;29989741;29992927;30202055;30286065;206;0;14;7;125;4_6;100;;169;16731;16,731;0,27885;;;;;;
30352737;30352821;30356008;30565058;30649029;206;0;14;7;125;4_6;101;;169;16731;16,731;0,27885;;;;;;
30719273;30719351;30722590;30930060;31014075;206;0;14;7;125;4_6;102;;169;16731;16,731;0,27885;;;;;;
31080838;31080929;31084114;31293052;31376992;206;0;14;7;125;4_6;103;;169;16731;16,731;0,27885;;;;;;
31443621;31443702;31446888;31662055;31746065;212;0;14;7;125;4_6;104;;175;17325;17,325;0,28875;;;;;;
31812765;31812852;31816037;32031057;32115038;212;0;14;7;125;4_6;105;;175;17325;17,325;0,28875;;;;;;
32181663;32181743;32184931;32400056;32484090;212;0;14;7;125;4_6;106;;175;17325;17,325;0,28875;;;;;;
32550783;32550876;32554059;32775057;32858994;218;0;14;7;125;4_6;107;;181;17919;17,919;0,29865;;;;;;
32925660;32925741;32928927;33150056;33234071;218;0;14;7;125;4_6;108;;181;17919;17,919;0,29865;;;;;;
33304404;33304482;33307726;33527060;33610983;218;0;14;7;125;4_6;109;;181;17919;17,919;0,29865;;;;;;
33677591;33677672;33680860;33902050;33986124;218;0;14;7;125;4_6;110;;181;17919;17,919;0,29865;;;;;;
34052818;34052907;34056092;34285057;34368990;224;0;14;7;125;4_6;111;;187;18513;18,513;0,30855;;;;;;
34435621;34435702;34438898;34668055;34752075;224;0;14;7;125;4_6;112;;187;18513;18,513;0,30855;;;;;;
34818765;34818848;34822047;35051057;35135038;224;0;14;7;125;4_6;113;;187;18513;18,513;0,30855;;;;;;
35201680;35201761;35204954;35440055;35524071;230;0;14;7;125;4_6;114;;193;19107;19,107;0,31845;;;;;;
35590764;35590848;35594043;35829057;35912999;230;0;14;7;125;4_6;115;;193;19107;19,107;0,31845;;;;;;
35979650;35979734;35982937;36218055;36302073;230;0;14;7;125;4_6;116;;193;19107;19,107;0,31845;;;;;;
36372348;36372427;36375692;36609054;36693021;230;0;14;7;125;4_6;117;;193;19107;19,107;0,31845;;;;;;
36759680;36759761;36762962;37004055;37088149;236;0;14;7;125;4_6;118;;199;19701;19,701;0,32835;;;;;;
37154851;37154941;37158143;37399057;37482992;236;0;14;7;125;4_6;119;;199;19701;19,701;0,32835;;;;;;
37549648;37549728;37552927;37794055;37878052;236;0;14;7;125;4_6;120;;199;19701;19,701;0,32835;;;;;;
37944734;37944818;37948025;38195057;38279042;242;0;14;7;125;4_6;121;;206;20394;20,394;0,3399;;;;;;
38345664;38345744;38348937;38596055;38680065;242;0;14;7;125;4_6;122;;206;20394;20,394;0,3399;;;;;;
38746739;38746822;38750031;38997057;39081081;242;0;14;7;125;4_6;123;;206;20394;20,394;0,3399;;;;;;
39154383;39154460;39157819;39403056;39487077;242;0;14;7;125;4_6;124;;206;20394;20,394;0,3399;;;;;;
39553760;39553843;39557039;39810057;39893994;249;0;14;7;125;4_6;125;;212;20988;20,988;0,3498;;;;;;
39960616;39960697;39963898;40217055;40301055;249;0;14;7;125;4_6;126;;212;20988;20,988;0,3498;;;;;;
40367781;40367878;40371074;40624057;40708027;249;0;14;7;125;4_6;127;;212;20988;20,988;0,3498;;;;;;
40774633;40774713;40777952;41037055;41121126;255;0;14;7;125;4_6;128;;218;21582;21,582;0,3597;;;;;;
41187825;41187913;41191103;41450062;41534034;255;0;14;7;125;4_6;129;;218;21582;21,582;0,3597;;;;;;
41600680;41600760;41603960;41863056;41947071;255;0;14;7;125;4_6;130;;218;21582;21,582;0,3597;;;;;;
42013750;42013832;42017037;42276052;42359994;255;0;14;7;125;4_6;131;;218;21582;21,582;0,3597;;;;;;
42430305;42430384;42433638;42697057;42781143;261;0;14;7;125;4_6;132;;224;22176;22,176;0,3696;;;;;;
42847790;42847884;42851078;43116057;43200016;261;0;14;7;125;4_6;133;;224;22176;22,176;0,3696;;;;;;
43266635;43266715;43269922;43535056;43619063;261;0;14;7;125;4_6;134;;224;22176;22,176;0,3696;;;;;;
43685820;43685913;43689120;43960057;44044021;267;0;14;7;125;4_6;135;;230;22770;22,77;0,3795;;;;;;
44110685;44110765;44113974;44385056;44469061;267;0;14;7;125;4_6;136;;230;22770;22,77;0,3795;;;;;;
44535760;44535843;44539050;44810058;44893985;267;0;14;7;125;4_6;137;;230;22770;22,77;0,3795;;;;;;
44960647;44960731;44963940;45237050;45321048;267;0;14;7;125;4_6;138;;230;22770;22,77;0,3795;;;;;;
45391395;45391474;45394740;45670059;45753999;273;0;14;7;125;4_6;139;;236;23364;23,364;0,3894;;;;;;
45820633;45820714;45823920;46101059;46185083;273;0;14;7;125;4_6;140;;236;23364;23,364;0,3894;;;;;;
46251762;46251846;46255054;46532057;46616001;273;0;14;7;125;4_6;141;;236;23364;23,364;0,3894;;;;;;
46682612;46682692;46685894;46969055;47053071;279;0;14;7;125;4_6;142;;242;23958;23,958;0,3993;;;;;;
47119820;47119909;47123120;47406058;47490034;279;0;14;7;125;4_6;143;;242;23958;23,958;0,3993;;;;;;
47556618;47556699;47559908;47843056;47927073;279;0;14;7;125;4_6;144;;242;23958;23,958;0,3993;;;;;;
47993796;47993891;47997099;48280052;48363992;279;0;14;7;125;4_6;145;;242;23958;23,958;0,3993;;;;;;
48430691;48430771;48433992;48723055;48807073;285;0;14;7;125;4_6;146;;249;24651;24,651;0,41085;;;;;;
48877361;48877439;48880711;49168059;49251992;285;0;14;7;125;4_6;147;;249;24651;24,651;0,41085;;;;;;
49318625;49318710;49321910;49611056;49695085;285;0;14;7;125;4_6;148;;249;24651;24,651;0,41085;;;;;;
49761792;49761885;49765095;50060057;50144029;292;0;14;7;125;4_6;149;;255;25245;25,245;0,42075;;;;;;
50210672;50210752;50213968;50509054;50593078;292;0;14;7;125;4_6;150;;255;25245;25,245;0,42075;;;;;;
50659782;50659877;50663087;50958061;51042020;292;0;14;7;125;4_6;151;;255;25245;25,245;0,42075;;;;;;
51108720;51108804;51112016;51407049;51491064;292;0;14;7;125;4_6;152;;255;25245;25,245;0,42075;;;;;;
51557733;51557817;51561044;51862056;51945995;298;0;14;7;125;4_6;153;;261;25839;25,839;0,43065;;;;;;
52016255;52016333;52019604;52319056;52403078;298;0;14;7;125;4_6;154;;261;25839;25,839;0,43065;;;;;;
52469736;52469821;52473038;52774056;52858024;298;0;14;7;125;4_6;155;;261;25839;25,839;0,43065;;;;;;
52924694;52924775;52927986;53237062;53321101;304;0;14;7;125;4_6;156;;267;26433;26,433;0,44055;;;;;;
53387784;53387877;53391089;53700056;53783991;304;0;14;7;125;4_6;157;;267;26433;26,433;0,44055;;;;;;
53850636;53850717;53853936;54163054;54247082;304;0;14;7;125;4_6;158;;267;26433;26,433;0,44055;;;;;;
54313791;54313888;54317104;54626051;54710017;304;0;14;7;125;4_6;159;;267;26433;26,433;0,44055;;;;;;
54776653;54776733;54779947;55095054;55179059;310;0;14;7;125;4_6;160;;273;27027;27,027;0,45045;;;;;;
55245758;55245842;55249066;55564056;55648016;310;0;14;7;125;4_6;161;;273;27027;27,027;0,45045;;;;;;
55718278;55718356;55721624;56035056;56119127;310;0;14;7;125;4_6;162;;273;27027;27,027;0,45045;;;;;;
56185810;56185900;56189114;56510056;56593991;316;0;14;7;125;4_6;163;;279;27621;27,621;0,46035;;;;;;
56660606;56660686;56663909;56985054;57069133;316;0;14;7;125;4_6;164;;279;27621;27,621;0,46035;;;;;;
57135827;57135918;57139134;57460056;57543982;316;0;14;7;125;4_6;165;;279;27621;27,621;0,46035;;;;;;
57610627;57610707;57613932;57935049;58019086;316;0;14;7;125;4_6;166;;279;27621;27,621;0,46035;;;;;;
58085914;58085994;58089221;58416056;58499991;322;0;14;7;125;4_6;167;;285;28215;28,215;0,47025;;;;;;
58566643;58566723;58569947;58897054;58981047;322;0;14;7;125;4_6;168;;285;28215;28,215;0,47025;;;;;;
59047722;59047804;59051030;59378056;59462017;322;0;14;7;125;4_6;169;;285;28215;28,215;0,47025;;;;;;
59532272;59532355;59535634;59867056;59951074;328;0;14;7;125;4_6;170;;292;28908;28,908;0,4818;;;;;;
60017753;60017835;60021064;60354056;60438041;328;0;14;7;125;4_6;171;;292;28908;28,908;0,4818;;;;;;
60504705;60504786;60508013;60841054;60925088;328;0;14;7;125;4_6;172;;292;28908;28,908;0,4818;;;;;;
60991768;60991852;60995083;61328051;61411993;328;0;14;7;125;4_6;173;;292;28908;28,908;0,4818;;;;;;
61478629;61478709;61481932;61821054;61905066;335;0;14;7;125;4_6;174;;298;29502;29,502;0,4917;;;;;;
61971765;61971850;61975089;62314056;62398041;335;0;14;7;125;4_6;175;;298;29502;29,502;0,4917;;;;;;
62464669;62464750;62467967;62807054;62891082;335;0;14;7;125;4_6;176;;298;29502;29,502;0,4917;;;;;;
62961375;62961453;62964746;63308058;63392015;341;0;14;7;125;4_6;177;;304;30096;30,096;0,5016;;;;;;
63458655;63458735;63461965;63807058;63891072;341;0;14;7;125;4_6;178;;304;30096;30,096;0,5016;;;;;;
63957760;63957842;63961081;64306056;64389991;341;0;14;7;125;4_6;179;;304;30096;30,096;0,5016;;;;;;
64456626;64456706;64459936;64805049;64889066;341;0;14;7;125;4_6;180;;304;30096;30,096;0,5016;;;;;;
64955781;64955877;64959110;65310056;65394011;347;0;14;7;125;4_6;181;;310;30690;30,69;0,5115;;;;;;
65460627;65460707;65463947;65815054;65899082;347;0;14;7;125;4_6;182;;310;30690;30,69;0,5115;;;;;;
65965794;65965886;65969123;66320061;66404033;347;0;14;7;125;4_6;183;;310;30690;30,69;0,5115;;;;;;
66470672;66470752;66473984;66831054;66915076;353;0;14;7;125;4_6;184;;316;31284;31,284;0,5214;;;;;;
66985196;66985274;66988566;67344058;67428024;353;0;14;7;125;4_6;185;;316;31284;31,284;0,5214;;;;;;
67494679;67494759;67497989;67855054;67939076;353;0;14;7;125;4_6;186;;316;31284;31,284;0,5214;;;;;;
68005744;68005827;68009068;68366051;68449993;353;0;14;7;125;4_6;187;;316;31284;31,284;0,5214;;;;;;
68516682;68516762;68520003;68883054;68967066;359;0;14;7;125;4_6;188;;322;31878;31,878;0,5313;;;;;;
69033775;69033858;69037106;69400056;69484015;359;0;14;7;125;4_6;189;;322;31878;31,878;0,5313;;;;;;
69550647;69550727;69553967;69917054;70001059;359;0;14;7;125;4_6;190;;322;31878;31,878;0,5313;;;;;;
70067766;70067854;70071153;70440056;70524033;365;0;14;7;125;4_6;191;;328;32472;32,472;0,5412;;;;;;
70594157;70594236;70597524;70965056;71049053;365;0;14;7;125;4_6;192;;328;32472;32,472;0,5412;;;;;;
71115778;71115873;71119112;71488056;71572024;365;0;14;7;125;4_6;193;;328;32472;32,472;0,5412;;;;;;
